date,year,month,national_ev_sales,national_ev_revenue_crores,national_ev_market_share_pct,nexon_ev_sales,tigor_ev_sales,tiago_ev_sales,punch_ev_sales,nexon_ev_revenue_crores,tigor_ev_revenue_crores,tiago_ev_revenue_crores,punch_ev_revenue_crores,state,state_ev_sales,state_ev_revenue_crores,charging_stations_added_state,cumulative_charging_stations_state
2016-09-30,2016,9,3032,448.15999999999997,3.64,857,299,1494,380,121.0,51.16,220.0,56.0,Punjab,283,41.83,7,269
2016-09-30,2016,9,3032,448.15999999999997,3.64,857,299,1494,380,121.0,51.16,220.0,56.0,Kerala,503,74.35,24,322
2016-09-30,2016,9,3032,448.15999999999997,3.64,857,299,1494,380,121.0,51.16,220.0,56.0,Uttar Pradesh,309,45.67,19,334
2016-10-31,2016,10,3056,446.35,3.45,220,1169,621,1044,29.29,160.61,84.86,171.59,Maharashtra,652,95.23,21,353
2016-10-31,2016,10,3056,446.35,3.45,220,1169,621,1044,29.29,160.61,84.86,171.59,Delhi,485,70.84,11,359
2016-10-31,2016,10,3056,446.35,3.45,220,1169,621,1044,29.29,160.61,84.86,171.59,Karnataka,10,1.46,16,318
2016-10-31,2016,10,3056,446.35,3.45,220,1169,621,1044,29.29,160.61,84.86,171.59,Tamil Nadu,707,103.26,21,329
2016-10-31,2016,10,3056,446.35,3.45,220,1169,621,1044,29.29,160.61,84.86,171.59,Gujarat,153,22.35,17,271
2016-10-31,2016,10,3056,446.35,3.45,220,1169,621,1044,29.29,160.61,84.86,171.59,Rajasthan,177,25.85,24,290
2016-10-31,2016,10,3056,446.35,3.45,220,1169,621,1044,29.29,160.61,84.86,171.59,West Bengal,38,5.55,8,387
2016-10-31,2016,10,3056,446.35,3.45,220,1169,621,1044,29.29,160.61,84.86,171.59,Punjab,468,68.35,14,283
2016-10-31,2016,10,3056,446.35,3.45,220,1169,621,1044,29.29,160.61,84.86,171.59,Kerala,70,10.22,7,329
2016-10-31,2016,10,3056,446.35,3.45,220,1169,621,1044,29.29,160.61,84.86,171.59,Uttar Pradesh,290,42.36,13,347
2016-11-30,2016,11,3100,455.03,2.82,665,763,1182,488,90.69,110.02,175.12,79.2,Maharashtra,1914,280.94,13,366
2016-11-30,2016,11,3100,455.03,2.82,665,763,1182,488,90.69,110.02,175.12,79.2,Delhi,413,60.62,7,366
2016-11-30,2016,11,3100,455.03,2.82,665,763,1182,488,90.69,110.02,175.12,79.2,Karnataka,120,17.61,23,341
2016-11-30,2016,11,3100,455.03,2.82,665,763,1182,488,90.69,110.02,175.12,79.2,Tamil Nadu,47,6.9,12,341
2016-11-30,2016,11,3100,455.03,2.82,665,763,1182,488,90.69,110.02,175.12,79.2,Gujarat,73,10.72,9,280
2016-11-30,2016,11,3100,455.03,2.82,665,763,1182,488,90.69,110.02,175.12,79.2,Rajasthan,125,18.35,8,298
2016-11-30,2016,11,3100,455.03,2.82,665,763,1182,488,90.69,110.02,175.12,79.2,West Bengal,77,11.3,10,397
2016-11-30,2016,11,3100,455.03,2.82,665,763,1182,488,90.69,110.02,175.12,79.2,Punjab,91,13.36,6,289
2016-11-30,2016,11,3100,455.03,2.82,665,763,1182,488,90.69,110.02,175.12,79.2,Kerala,149,21.87,24,353
2016-11-30,2016,11,3100,455.03,2.82,665,763,1182,488,90.69,110.02,175.12,79.2,Uttar Pradesh,84,12.33,15,362
2016-12-31,2016,12,3221,518.0,4.33,226,142,838,2013,35.67,22.52,120.67,339.14,Maharashtra,145,23.32,8,374
2016-12-31,2016,12,3221,518.0,4.33,226,142,838,2013,35.67,22.52,120.67,339.14,Delhi,274,44.06,17,383
2016-12-31,2016,12,3221,518.0,4.33,226,142,838,2013,35.67,22.52,120.67,339.14,Karnataka,389,62.56,15,356
2016-12-31,2016,12,3221,518.0,4.33,226,142,838,2013,35.67,22.52,120.67,339.14,Tamil Nadu,498,80.09,7,348
2016-12-31,2016,12,3221,518.0,4.33,226,142,838,2013,35.67,22.52,120.67,339.14,Gujarat,195,31.36,5,285
2016-12-31,2016,12,3221,518.0,4.33,226,142,838,2013,35.67,22.52,120.67,339.14,Rajasthan,85,13.67,10,308
2016-12-31,2016,12,3221,518.0,4.33,226,142,838,2013,35.67,22.52,120.67,339.14,West Bengal,662,106.46,22,419
2016-12-31,2016,12,3221,518.0,4.33,226,142,838,2013,35.67,22.52,120.67,339.14,Punjab,239,38.44,14,303
2016-12-31,2016,12,3221,518.0,4.33,226,142,838,2013,35.67,22.52,120.67,339.14,Kerala,611,98.26,9,362
2016-12-31,2016,12,3221,518.0,4.33,226,142,838,2013,35.67,22.52,120.67,339.14,Uttar Pradesh,117,18.82,14,376
2017-01-31,2017,1,3256,515.5600000000001,4.02,905,1129,716,504,136.29,166.46,126.36,86.45,Maharashtra,98,15.52,9,383
2017-01-31,2017,1,3256,515.5600000000001,4.02,905,1129,716,504,136.29,166.46,126.36,86.45,Delhi,33,5.23,23,406
2017-01-31,2017,1,3256,515.5600000000001,4.02,905,1129,716,504,136.29,166.46,126.36,86.45,Karnataka,662,104.82,18,374
2017-01-31,2017,1,3256,515.5600000000001,4.02,905,1129,716,504,136.29,166.46,126.36,86.45,Tamil Nadu,419,66.35,8,356
2017-01-31,2017,1,3256,515.5600000000001,4.02,905,1129,716,504,136.29,166.46,126.36,86.45,Gujarat,904,143.14,17,302
2017-01-31,2017,1,3256,515.5600000000001,4.02,905,1129,716,504,136.29,166.46,126.36,86.45,Rajasthan,73,11.56,14,322
2017-01-31,2017,1,3256,515.5600000000001,4.02,905,1129,716,504,136.29,166.46,126.36,86.45,West Bengal,777,123.03,22,441
2017-01-31,2017,1,3256,515.5600000000001,4.02,905,1129,716,504,136.29,166.46,126.36,86.45,Punjab,110,17.42,12,315
2017-01-31,2017,1,3256,515.5600000000001,4.02,905,1129,716,504,136.29,166.46,126.36,86.45,Kerala,87,13.78,12,374
2017-01-31,2017,1,3256,515.5600000000001,4.02,905,1129,716,504,136.29,166.46,126.36,86.45,Uttar Pradesh,88,13.93,11,387
2017-02-28,2017,2,3286,479.15999999999997,4.06,1006,798,594,886,148.65,119.36,93.02,118.13,Maharashtra,96,14.0,8,391
2017-02-28,2017,2,3286,479.15999999999997,4.06,1006,798,594,886,148.65,119.36,93.02,118.13,Delhi,291,42.43,10,416
2017-02-28,2017,2,3286,479.15999999999997,4.06,1006,798,594,886,148.65,119.36,93.02,118.13,Karnataka,210,30.62,5,379
2017-02-28,2017,2,3286,479.15999999999997,4.06,1006,798,594,886,148.65,119.36,93.02,118.13,Tamil Nadu,150,21.87,9,365
2017-02-28,2017,2,3286,479.15999999999997,4.06,1006,798,594,886,148.65,119.36,93.02,118.13,Gujarat,487,71.01,5,307
2017-02-28,2017,2,3286,479.15999999999997,4.06,1006,798,594,886,148.65,119.36,93.02,118.13,Rajasthan,440,64.16,8,330
2017-02-28,2017,2,3286,479.15999999999997,4.06,1006,798,594,886,148.65,119.36,93.02,118.13,West Bengal,67,9.77,6,447
2017-02-28,2017,2,3286,479.15999999999997,4.06,1006,798,594,886,148.65,119.36,93.02,118.13,Punjab,784,114.32,14,329
2017-02-28,2017,2,3286,479.15999999999997,4.06,1006,798,594,886,148.65,119.36,93.02,118.13,Kerala,254,37.04,9,383
2017-02-28,2017,2,3286,479.15999999999997,4.06,1006,798,594,886,148.65,119.36,93.02,118.13,Uttar Pradesh,503,73.35,14,401
2017-03-31,2017,3,3274,473.25000000000006,4.54,145,2329,169,629,24.63,320.23,23.91,104.48,Maharashtra,379,54.78,16,407
2017-03-31,2017,3,3274,473.25000000000006,4.54,145,2329,169,629,24.63,320.23,23.91,104.48,Delhi,250,36.14,17,433
2017-03-31,2017,3,3274,473.25000000000006,4.54,145,2329,169,629,24.63,320.23,23.91,104.48,Karnataka,92,13.3,12,391
2017-03-31,2017,3,3274,473.25000000000006,4.54,145,2329,169,629,24.63,320.23,23.91,104.48,Tamil Nadu,135,19.51,22,387
2017-03-31,2017,3,3274,473.25000000000006,4.54,145,2329,169,629,24.63,320.23,23.91,104.48,Gujarat,64,9.25,5,312
2017-03-31,2017,3,3274,473.25000000000006,4.54,145,2329,169,629,24.63,320.23,23.91,104.48,Rajasthan,765,110.58,19,349
2017-03-31,2017,3,3274,473.25000000000006,4.54,145,2329,169,629,24.63,320.23,23.91,104.48,West Bengal,280,40.47,12,459
2017-03-31,2017,3,3274,473.25000000000006,4.54,145,2329,169,629,24.63,320.23,23.91,104.48,Punjab,164,23.71,15,344
2017-03-31,2017,3,3274,473.25000000000006,4.54,145,2329,169,629,24.63,320.23,23.91,104.48,Kerala,198,28.62,16,399
2017-03-31,2017,3,3274,473.25000000000006,4.54,145,2329,169,629,24.63,320.23,23.91,104.48,Uttar Pradesh,942,136.16,16,417
2017-04-30,2017,4,3361,541.47,4.86,1787,858,115,600,286.52,129.74,19.18,106.03,Maharashtra,557,89.73,19,426
2017-04-30,2017,4,3361,541.47,4.86,1787,858,115,600,286.52,129.74,19.18,106.03,Delhi,128,20.62,13,446
2017-04-30,2017,4,3361,541.47,4.86,1787,858,115,600,286.52,129.74,19.18,106.03,Karnataka,25,4.03,13,404
2017-04-30,2017,4,3361,541.47,4.86,1787,858,115,600,286.52,129.74,19.18,106.03,Tamil Nadu,898,144.67,14,401
2017-04-30,2017,4,3361,541.47,4.86,1787,858,115,600,286.52,129.74,19.18,106.03,Gujarat,391,62.99,24,336
2017-04-30,2017,4,3361,541.47,4.86,1787,858,115,600,286.52,129.74,19.18,106.03,Rajasthan,28,4.51,13,362
2017-04-30,2017,4,3361,541.47,4.86,1787,858,115,600,286.52,129.74,19.18,106.03,West Bengal,544,87.64,7,466
2017-04-30,2017,4,3361,541.47,4.86,1787,858,115,600,286.52,129.74,19.18,106.03,Punjab,437,70.4,24,368
2017-04-30,2017,4,3361,541.47,4.86,1787,858,115,600,286.52,129.74,19.18,106.03,Kerala,156,25.13,15,414
2017-04-30,2017,4,3361,541.47,4.86,1787,858,115,600,286.52,129.74,19.18,106.03,Uttar Pradesh,191,30.77,10,427
2017-05-31,2017,5,3374,478.83000000000004,4.15,1613,726,306,726,221.05,100.78,47.41,109.59,Maharashtra,226,32.07,21,447
2017-05-31,2017,5,3374,478.83000000000004,4.15,1613,726,306,726,221.05,100.78,47.41,109.59,Delhi,260,36.9,11,457
2017-05-31,2017,5,3374,478.83000000000004,4.15,1613,726,306,726,221.05,100.78,47.41,109.59,Karnataka,3,0.43,5,409
2017-05-31,2017,5,3374,478.83000000000004,4.15,1613,726,306,726,221.05,100.78,47.41,109.59,Tamil Nadu,283,40.16,17,418
2017-05-31,2017,5,3374,478.83000000000004,4.15,1613,726,306,726,221.05,100.78,47.41,109.59,Gujarat,51,7.24,23,359
2017-05-31,2017,5,3374,478.83000000000004,4.15,1613,726,306,726,221.05,100.78,47.41,109.59,Rajasthan,844,119.78,23,385
2017-05-31,2017,5,3374,478.83000000000004,4.15,1613,726,306,726,221.05,100.78,47.41,109.59,West Bengal,41,5.82,21,487
2017-05-31,2017,5,3374,478.83000000000004,4.15,1613,726,306,726,221.05,100.78,47.41,109.59,Punjab,139,19.73,17,385
2017-05-31,2017,5,3374,478.83000000000004,4.15,1613,726,306,726,221.05,100.78,47.41,109.59,Kerala,23,3.26,20,434
2017-05-31,2017,5,3374,478.83000000000004,4.15,1613,726,306,726,221.05,100.78,47.41,109.59,Uttar Pradesh,1500,212.88,12,439
2017-06-30,2017,6,3465,525.9499999999999,4.69,1267,759,774,664,196.2,127.72,104.61,97.42,Maharashtra,18,2.73,7,454
2017-06-30,2017,6,3465,525.9499999999999,4.69,1267,759,774,664,196.2,127.72,104.61,97.42,Delhi,330,50.09,12,469
2017-06-30,2017,6,3465,525.9499999999999,4.69,1267,759,774,664,196.2,127.72,104.61,97.42,Karnataka,75,11.38,19,428
2017-06-30,2017,6,3465,525.9499999999999,4.69,1267,759,774,664,196.2,127.72,104.61,97.42,Tamil Nadu,537,81.51,9,427
2017-06-30,2017,6,3465,525.9499999999999,4.69,1267,759,774,664,196.2,127.72,104.61,97.42,Gujarat,176,26.71,7,366
2017-06-30,2017,6,3465,525.9499999999999,4.69,1267,759,774,664,196.2,127.72,104.61,97.42,Rajasthan,381,57.83,23,408
2017-06-30,2017,6,3465,525.9499999999999,4.69,1267,759,774,664,196.2,127.72,104.61,97.42,West Bengal,911,138.28,5,492
2017-06-30,2017,6,3465,525.9499999999999,4.69,1267,759,774,664,196.2,127.72,104.61,97.42,Punjab,432,65.57,19,404
2017-06-30,2017,6,3465,525.9499999999999,4.69,1267,759,774,664,196.2,127.72,104.61,97.42,Kerala,476,72.25,12,446
2017-06-30,2017,6,3465,525.9499999999999,4.69,1267,759,774,664,196.2,127.72,104.61,97.42,Uttar Pradesh,123,18.67,6,445
2017-07-31,2017,7,3517,503.02,4.59,1687,1483,78,267,246.64,199.24,12.61,44.53,Maharashtra,391,55.92,13,467
2017-07-31,2017,7,3517,503.02,4.59,1687,1483,78,267,246.64,199.24,12.61,44.53,Delhi,776,110.99,6,475
2017-07-31,2017,7,3517,503.02,4.59,1687,1483,78,267,246.64,199.24,12.61,44.53,Karnataka,315,45.05,16,444
2017-07-31,2017,7,3517,503.02,4.59,1687,1483,78,267,246.64,199.24,12.61,44.53,Tamil Nadu,131,18.74,7,434
2017-07-31,2017,7,3517,503.02,4.59,1687,1483,78,267,246.64,199.24,12.61,44.53,Gujarat,560,80.09,24,390
2017-07-31,2017,7,3517,503.02,4.59,1687,1483,78,267,246.64,199.24,12.61,44.53,Rajasthan,145,20.74,16,424
2017-07-31,2017,7,3517,503.02,4.59,1687,1483,78,267,246.64,199.24,12.61,44.53,West Bengal,11,1.57,21,513
2017-07-31,2017,7,3517,503.02,4.59,1687,1483,78,267,246.64,199.24,12.61,44.53,Punjab,571,81.67,14,418
2017-07-31,2017,7,3517,503.02,4.59,1687,1483,78,267,246.64,199.24,12.61,44.53,Kerala,136,19.45,18,464
2017-07-31,2017,7,3517,503.02,4.59,1687,1483,78,267,246.64,199.24,12.61,44.53,Uttar Pradesh,478,68.37,21,466
2017-08-31,2017,8,3547,550.23,4.94,1448,1284,551,263,234.94,193.99,75.27,46.03,Maharashtra,428,66.39,14,481
2017-08-31,2017,8,3547,550.23,4.94,1448,1284,551,263,234.94,193.99,75.27,46.03,Delhi,418,64.84,10,485
2017-08-31,2017,8,3547,550.23,4.94,1448,1284,551,263,234.94,193.99,75.27,46.03,Karnataka,629,97.57,12,456
2017-08-31,2017,8,3547,550.23,4.94,1448,1284,551,263,234.94,193.99,75.27,46.03,Tamil Nadu,274,42.5,6,440
2017-08-31,2017,8,3547,550.23,4.94,1448,1284,551,263,234.94,193.99,75.27,46.03,Gujarat,614,95.25,16,406
2017-08-31,2017,8,3547,550.23,4.94,1448,1284,551,263,234.94,193.99,75.27,46.03,Rajasthan,251,38.94,17,441
2017-08-31,2017,8,3547,550.23,4.94,1448,1284,551,263,234.94,193.99,75.27,46.03,West Bengal,25,3.88,11,524
2017-08-31,2017,8,3547,550.23,4.94,1448,1284,551,263,234.94,193.99,75.27,46.03,Punjab,189,29.32,14,432
2017-08-31,2017,8,3547,550.23,4.94,1448,1284,551,263,234.94,193.99,75.27,46.03,Kerala,250,38.78,17,481
2017-08-31,2017,8,3547,550.23,4.94,1448,1284,551,263,234.94,193.99,75.27,46.03,Uttar Pradesh,464,71.98,21,487
2017-09-30,2017,9,3586,516.96,4.12,1140,74,283,2087,152.92,11.85,40.26,311.93,Maharashtra,514,74.1,7,488
2017-09-30,2017,9,3586,516.96,4.12,1140,74,283,2087,152.92,11.85,40.26,311.93,Delhi,142,20.47,24,509
2017-09-30,2017,9,3586,516.96,4.12,1140,74,283,2087,152.92,11.85,40.26,311.93,Karnataka,338,48.73,15,471
2017-09-30,2017,9,3586,516.96,4.12,1140,74,283,2087,152.92,11.85,40.26,311.93,Tamil Nadu,261,37.63,21,461
2017-09-30,2017,9,3586,516.96,4.12,1140,74,283,2087,152.92,11.85,40.26,311.93,Gujarat,441,63.57,17,423
2017-09-30,2017,9,3586,516.96,4.12,1140,74,283,2087,152.92,11.85,40.26,311.93,Rajasthan,1118,161.17,15,456
2017-09-30,2017,9,3586,516.96,4.12,1140,74,283,2087,152.92,11.85,40.26,311.93,West Bengal,534,76.98,6,530
2017-09-30,2017,9,3586,516.96,4.12,1140,74,283,2087,152.92,11.85,40.26,311.93,Punjab,98,14.13,13,445
2017-09-30,2017,9,3586,516.96,4.12,1140,74,283,2087,152.92,11.85,40.26,311.93,Kerala,12,1.73,6,487
2017-09-30,2017,9,3586,516.96,4.12,1140,74,283,2087,152.92,11.85,40.26,311.93,Uttar Pradesh,123,17.73,13,500
2017-10-31,2017,10,3542,588.92,3.99,896,1527,747,370,153.18,259.55,123.06,53.13,Maharashtra,294,48.88,12,500
2017-10-31,2017,10,3542,588.92,3.99,896,1527,747,370,153.18,259.55,123.06,53.13,Delhi,148,24.61,21,530
2017-10-31,2017,10,3542,588.92,3.99,896,1527,747,370,153.18,259.55,123.06,53.13,Karnataka,31,5.15,9,480
2017-10-31,2017,10,3542,588.92,3.99,896,1527,747,370,153.18,259.55,123.06,53.13,Tamil Nadu,823,136.84,20,481
2017-10-31,2017,10,3542,588.92,3.99,896,1527,747,370,153.18,259.55,123.06,53.13,Gujarat,48,7.98,10,433
2017-10-31,2017,10,3542,588.92,3.99,896,1527,747,370,153.18,259.55,123.06,53.13,Rajasthan,991,164.77,12,468
2017-10-31,2017,10,3542,588.92,3.99,896,1527,747,370,153.18,259.55,123.06,53.13,West Bengal,195,32.42,22,552
2017-10-31,2017,10,3542,588.92,3.99,896,1527,747,370,153.18,259.55,123.06,53.13,Punjab,67,11.14,16,461
2017-10-31,2017,10,3542,588.92,3.99,896,1527,747,370,153.18,259.55,123.06,53.13,Kerala,258,42.9,19,506
2017-10-31,2017,10,3542,588.92,3.99,896,1527,747,370,153.18,259.55,123.06,53.13,Uttar Pradesh,681,113.23,13,513
2017-11-30,2017,11,3829,560.41,4.73,964,2045,157,661,169.45,269.32,25.88,95.76,Maharashtra,882,129.09,12,512
2017-11-30,2017,11,3829,560.41,4.73,964,2045,157,661,169.45,269.32,25.88,95.76,Delhi,828,121.19,16,546
2017-11-30,2017,11,3829,560.41,4.73,964,2045,157,661,169.45,269.32,25.88,95.76,Karnataka,171,25.03,11,491
2017-11-30,2017,11,3829,560.41,4.73,964,2045,157,661,169.45,269.32,25.88,95.76,Tamil Nadu,786,115.04,19,500
2017-11-30,2017,11,3829,560.41,4.73,964,2045,157,661,169.45,269.32,25.88,95.76,Gujarat,16,2.34,21,454
2017-11-30,2017,11,3829,560.41,4.73,964,2045,157,661,169.45,269.32,25.88,95.76,Rajasthan,403,58.98,8,476
2017-11-30,2017,11,3829,560.41,4.73,964,2045,157,661,169.45,269.32,25.88,95.76,West Bengal,116,16.98,17,569
2017-11-30,2017,11,3829,560.41,4.73,964,2045,157,661,169.45,269.32,25.88,95.76,Punjab,57,8.34,22,483
2017-11-30,2017,11,3829,560.41,4.73,964,2045,157,661,169.45,269.32,25.88,95.76,Kerala,35,5.12,5,511
2017-11-30,2017,11,3829,560.41,4.73,964,2045,157,661,169.45,269.32,25.88,95.76,Uttar Pradesh,530,77.57,20,533
2017-12-31,2017,12,3737,635.95,5.17,348,399,2989,0,48.47,59.53,527.95,0.0,Maharashtra,11,1.87,24,536
2017-12-31,2017,12,3737,635.95,5.17,348,399,2989,0,48.47,59.53,527.95,0.0,Delhi,66,11.23,9,555
2017-12-31,2017,12,3737,635.95,5.17,348,399,2989,0,48.47,59.53,527.95,0.0,Karnataka,113,19.23,5,496
2017-12-31,2017,12,3737,635.95,5.17,348,399,2989,0,48.47,59.53,527.95,0.0,Tamil Nadu,46,7.83,21,521
2017-12-31,2017,12,3737,635.95,5.17,348,399,2989,0,48.47,59.53,527.95,0.0,Gujarat,801,136.31,7,461
2017-12-31,2017,12,3737,635.95,5.17,348,399,2989,0,48.47,59.53,527.95,0.0,Rajasthan,1065,181.24,17,493
2017-12-31,2017,12,3737,635.95,5.17,348,399,2989,0,48.47,59.53,527.95,0.0,West Bengal,388,66.03,18,587
2017-12-31,2017,12,3737,635.95,5.17,348,399,2989,0,48.47,59.53,527.95,0.0,Punjab,622,105.85,22,505
2017-12-31,2017,12,3737,635.95,5.17,348,399,2989,0,48.47,59.53,527.95,0.0,Kerala,117,19.91,8,519
2017-12-31,2017,12,3737,635.95,5.17,348,399,2989,0,48.47,59.53,527.95,0.0,Uttar Pradesh,502,85.43,22,555
2018-01-31,2018,1,3749,551.72,4.83,12,3020,383,332,1.97,425.56,67.98,56.21,Maharashtra,476,70.05,17,553
2018-01-31,2018,1,3749,551.72,4.83,12,3020,383,332,1.97,425.56,67.98,56.21,Delhi,653,96.1,18,573
2018-01-31,2018,1,3749,551.72,4.83,12,3020,383,332,1.97,425.56,67.98,56.21,Karnataka,142,20.9,14,510
2018-01-31,2018,1,3749,551.72,4.83,12,3020,383,332,1.97,425.56,67.98,56.21,Tamil Nadu,214,31.49,15,536
2018-01-31,2018,1,3749,551.72,4.83,12,3020,383,332,1.97,425.56,67.98,56.21,Gujarat,41,6.03,6,467
2018-01-31,2018,1,3749,551.72,4.83,12,3020,383,332,1.97,425.56,67.98,56.21,Rajasthan,1067,157.02,13,506
2018-01-31,2018,1,3749,551.72,4.83,12,3020,383,332,1.97,425.56,67.98,56.21,West Bengal,59,8.68,21,608
2018-01-31,2018,1,3749,551.72,4.83,12,3020,383,332,1.97,425.56,67.98,56.21,Punjab,645,94.92,7,512
2018-01-31,2018,1,3749,551.72,4.83,12,3020,383,332,1.97,425.56,67.98,56.21,Kerala,236,34.73,10,529
2018-01-31,2018,1,3749,551.72,4.83,12,3020,383,332,1.97,425.56,67.98,56.21,Uttar Pradesh,211,31.05,9,564
2018-02-28,2018,2,3936,629.39,4.58,2810,101,268,755,463.09,13.91,45.77,106.62,Maharashtra,92,14.71,16,569
2018-02-28,2018,2,3936,629.39,4.58,2810,101,268,755,463.09,13.91,45.77,106.62,Delhi,282,45.09,14,587
2018-02-28,2018,2,3936,629.39,4.58,2810,101,268,755,463.09,13.91,45.77,106.62,Karnataka,329,52.61,13,523
2018-02-28,2018,2,3936,629.39,4.58,2810,101,268,755,463.09,13.91,45.77,106.62,Tamil Nadu,317,50.69,19,555
2018-02-28,2018,2,3936,629.39,4.58,2810,101,268,755,463.09,13.91,45.77,106.62,Gujarat,35,5.6,12,479
2018-02-28,2018,2,3936,629.39,4.58,2810,101,268,755,463.09,13.91,45.77,106.62,Rajasthan,769,122.97,9,515
2018-02-28,2018,2,3936,629.39,4.58,2810,101,268,755,463.09,13.91,45.77,106.62,West Bengal,113,18.07,15,623
2018-02-28,2018,2,3936,629.39,4.58,2810,101,268,755,463.09,13.91,45.77,106.62,Punjab,50,8.0,6,518
2018-02-28,2018,2,3936,629.39,4.58,2810,101,268,755,463.09,13.91,45.77,106.62,Kerala,804,128.56,19,548
2018-02-28,2018,2,3936,629.39,4.58,2810,101,268,755,463.09,13.91,45.77,106.62,Uttar Pradesh,1141,182.45,10,574
2018-03-31,2018,3,3855,572.0999999999999,5.67,1218,150,442,2044,162.98,25.88,68.4,314.84,Maharashtra,130,19.29,15,584
2018-03-31,2018,3,3855,572.0999999999999,5.67,1218,150,442,2044,162.98,25.88,68.4,314.84,Delhi,345,51.2,17,604
2018-03-31,2018,3,3855,572.0999999999999,5.67,1218,150,442,2044,162.98,25.88,68.4,314.84,Karnataka,254,37.69,14,537
2018-03-31,2018,3,3855,572.0999999999999,5.67,1218,150,442,2044,162.98,25.88,68.4,314.84,Tamil Nadu,94,13.95,8,563
2018-03-31,2018,3,3855,572.0999999999999,5.67,1218,150,442,2044,162.98,25.88,68.4,314.84,Gujarat,643,95.42,10,489
2018-03-31,2018,3,3855,572.0999999999999,5.67,1218,150,442,2044,162.98,25.88,68.4,314.84,Rajasthan,487,72.27,11,526
2018-03-31,2018,3,3855,572.0999999999999,5.67,1218,150,442,2044,162.98,25.88,68.4,314.84,West Bengal,327,48.53,9,632
2018-03-31,2018,3,3855,572.0999999999999,5.67,1218,150,442,2044,162.98,25.88,68.4,314.84,Punjab,579,85.93,15,533
2018-03-31,2018,3,3855,572.0999999999999,5.67,1218,150,442,2044,162.98,25.88,68.4,314.84,Kerala,616,91.42,17,565
2018-03-31,2018,3,3855,572.0999999999999,5.67,1218,150,442,2044,162.98,25.88,68.4,314.84,Uttar Pradesh,375,55.65,23,597
2018-04-30,2018,4,4035,605.9499999999999,5.32,1583,239,2210,1,249.81,40.11,315.89,0.14,Maharashtra,86,12.91,13,597
2018-04-30,2018,4,4035,605.9499999999999,5.32,1583,239,2210,1,249.81,40.11,315.89,0.14,Delhi,388,58.27,6,610
2018-04-30,2018,4,4035,605.9499999999999,5.32,1583,239,2210,1,249.81,40.11,315.89,0.14,Karnataka,806,121.04,19,556
2018-04-30,2018,4,4035,605.9499999999999,5.32,1583,239,2210,1,249.81,40.11,315.89,0.14,Tamil Nadu,121,18.17,9,572
2018-04-30,2018,4,4035,605.9499999999999,5.32,1583,239,2210,1,249.81,40.11,315.89,0.14,Gujarat,464,69.68,8,497
2018-04-30,2018,4,4035,605.9499999999999,5.32,1583,239,2210,1,249.81,40.11,315.89,0.14,Rajasthan,8,1.2,24,550
2018-04-30,2018,4,4035,605.9499999999999,5.32,1583,239,2210,1,249.81,40.11,315.89,0.14,West Bengal,1678,251.99,8,640
2018-04-30,2018,4,4035,605.9499999999999,5.32,1583,239,2210,1,249.81,40.11,315.89,0.14,Punjab,135,20.27,22,555
2018-04-30,2018,4,4035,605.9499999999999,5.32,1583,239,2210,1,249.81,40.11,315.89,0.14,Kerala,327,49.11,8,573
2018-04-30,2018,4,4035,605.9499999999999,5.32,1583,239,2210,1,249.81,40.11,315.89,0.14,Uttar Pradesh,18,2.7,21,618
2018-05-31,2018,5,4053,673.12,4.38,965,89,116,2880,173.22,14.58,17.67,467.65,Maharashtra,34,5.65,13,610
2018-05-31,2018,5,4053,673.12,4.38,965,89,116,2880,173.22,14.58,17.67,467.65,Delhi,866,143.82,11,621
2018-05-31,2018,5,4053,673.12,4.38,965,89,116,2880,173.22,14.58,17.67,467.65,Karnataka,233,38.7,19,575
2018-05-31,2018,5,4053,673.12,4.38,965,89,116,2880,173.22,14.58,17.67,467.65,Tamil Nadu,859,142.66,15,587
2018-05-31,2018,5,4053,673.12,4.38,965,89,116,2880,173.22,14.58,17.67,467.65,Gujarat,146,24.25,24,521
2018-05-31,2018,5,4053,673.12,4.38,965,89,116,2880,173.22,14.58,17.67,467.65,Rajasthan,0,0.0,6,556
2018-05-31,2018,5,4053,673.12,4.38,965,89,116,2880,173.22,14.58,17.67,467.65,West Bengal,87,14.45,19,659
2018-05-31,2018,5,4053,673.12,4.38,965,89,116,2880,173.22,14.58,17.67,467.65,Punjab,317,52.65,18,573
2018-05-31,2018,5,4053,673.12,4.38,965,89,116,2880,173.22,14.58,17.67,467.65,Kerala,1452,241.15,24,597
2018-05-31,2018,5,4053,673.12,4.38,965,89,116,2880,173.22,14.58,17.67,467.65,Uttar Pradesh,54,8.97,15,633
2018-06-30,2018,6,4007,600.4300000000001,6.0,158,546,2776,525,25.58,81.83,398.94,94.08,Maharashtra,193,28.92,18,628
2018-06-30,2018,6,4007,600.4300000000001,6.0,158,546,2776,525,25.58,81.83,398.94,94.08,Delhi,824,123.47,21,642
2018-06-30,2018,6,4007,600.4300000000001,6.0,158,546,2776,525,25.58,81.83,398.94,94.08,Karnataka,96,14.39,12,587
2018-06-30,2018,6,4007,600.4300000000001,6.0,158,546,2776,525,25.58,81.83,398.94,94.08,Tamil Nadu,88,13.19,19,606
2018-06-30,2018,6,4007,600.4300000000001,6.0,158,546,2776,525,25.58,81.83,398.94,94.08,Gujarat,11,1.65,18,539
